alias,normalized_name,company_key,relationship_type,management_type,role,designation
RAHUL PRAFULLA RAO,RAHUL PRAFULLA RAO,2081-en,board_member,senior_executive,CFO,Senior Executives
Raid Nasser suleiman Alhaidary,Raid Nasser suleiman Alhaidary,9516-en,board_member,board_of_directors,Non - Executive,Board of Directors
RAIED ALI AlSEIF,RAIED ALI AlSEIF,8070-en,board_member,board_of_directors,Non - Executive,Board of Directors
Raied Mohammed Abdullah Katy,Raied Mohammed Abdullah Katy,4061-en,board_member,board_of_directors,Non - Executive,Board of Directors
Rajeem Ahmed Basheer Ahmed,Rajeem Ahmed Basheer Ahmed,6016-en,board_member,senior_executive,CFO,Senior Executives
Rakan Hathal Ali Al-Fayzi,Rakan Hathal Ali Al-Fayzi,2288-en,board_member,board_of_directors,Independent,Chairman
Rakan Mohammed Abdullah Abunayyan,Rakan Mohammed Abdullah Abunayyan,4148-en,board_member,board_of_directors,Independent,Board of Directors
Rakan Mohammed Abunayyan,Rakan Mohammed Abunayyan,1202-en,board_member,board_of_directors,Independent,Board of Directors
Ramesh Ramachandran,Ramesh Ramachandran,2010-en,board_member,board_of_directors,Independent,Board of Directors
Rami H. Farhat,Rami H. Farhat,2287-en,board_member,board_of_directors,Independent,Board of Directors
Rami Ibrahim H Almadhoun,Rami Ibrahim H Almadhoun,8300-en,board_member,senior_executive,CFO,Senior Executives
Rami Jawad Mahmoud Abu Jneid,Rami Jawad Mahmoud Abu Jneid,3002-en,board_member,senior_executive,CFO,Senior Executives
Rami Khamis Alharbi,Rami Khamis Alharbi,9620-en,board_member,senior_executive,CEO,Senior Executives
Rami Khamis Alharbi,Rami Khamis Alharbi,9620-en,board_member,board_of_directors,Executive,Board of Directors
Rami Mamdouh Mohammad,Rami Mamdouh Mohammad,9592-en,board_member,senior_executive,CFO,Senior Executives
Rami Mohammed Radwan Moussilli,Rami Mohammed Radwan Moussilli,2081-en,board_member,senior_executive,CEO,Senior Executives
Ramy Ahmed Shawky Askar,Ramy Ahmed Shawky Askar,4083-en,board_member,senior_executive,CFO,Senior Executives
Ramzi Zaroubi,Ramzi Zaroubi,4264-en,board_member,senior_executive,CFO,Senior Executives
Ramzy Abdulaziz Darwish,Ramzy Abdulaziz Darwish,1050-en,board_member,senior_executive,CFO,Senior Executives
Rashed Assaf Daghim Al-Ajmi,Rashed Assaf Daghim Al-Ajmi,9609-en,board_member,board_of_directors,Independent,Board of Directors
Rashed Ibrahim Sharif,Rashed Ibrahim Sharif,1180-en,board_member,board_of_directors,Non - Executive,Board of Directors
Rasheed Abdulrahman AlRasheed,Rasheed Abdulrahman AlRasheed,1214-en,board_member,board_of_directors,Independent,Board of Directors
Rasheed Abdulrahman Naser Alrasheed,Rasheed Abdulrahman Naser Alrasheed,4263-en,board_member,board_of_directors,Non - Executive,Board of Directors
Rasheed Abdulrahman Nasser Al-Rasheed,Rasheed Abdulrahman Nasser Al-Rasheed,4327-en,board_member,board_of_directors,Non - Executive,Chairman
Rasheed Abdulrahman Nasser AL Rasheed,Nasser Abdulrahman Nasser Al Rasheed,4013-en,board_member,board_of_directors,Independent,Board of Directors
Rasheed Sulaiman Alrasheed,Rasheed Sulaiman Alrasheed,6020-en,board_member,board_of_directors,Independent,Board of Directors
Rasheid bin Sulaiman Alrasheed,Rasheid bin Sulaiman Alrasheed,8180-en,board_member,board_of_directors,Independent,Board of Directors
Rashoud bin Saleh AlRashudi,Rashoud bin Saleh AlRashudi,4144-en,board_member,board_of_directors,Non - Executive,Board of Directors
Ravish Mohammed Hussin Tatly,Ravish Mohammed Hussin Tatly,4260-en,board_member,senior_executive,CFO,Senior Executives
Rawan Mohammed Abdullah Al-Dawood,Rawan Mohammed Abdullah Al-Dawood,3008-en,board_member,board_of_directors,Independent,Board of Directors
Rayan Mohammed Fayez,Rayan Mohammed Fayez,1050-en,board_member,board_of_directors,Independent,Board of Directors
Rayan Mustafa Baaqeel,Rayan Mustafa Baaqeel,2286-en,board_member,senior_executive,CFO,Senior Executives
Rayed Abdullah Bin Ahmed,Rayed Abdullah Bin Ahmed,7203-en,board_member,board_of_directors,Non - Executive,Chairman
Rayyan Mohammed Nagadi,Rayyan Mohammed Nagadi,2190-en,board_member,board_of_directors,Independent,Board of Directors
Reda Ibrahim Toubar,Reda Ibrahim Toubar,9588-en,board_member,board_of_directors,Independent,Board of Directors
Reda Labib Hafez Abul Naga,Reda Labib Hafez Abul Naga,6060-en,board_member,senior_executive,CFO,Senior Executives
Reem Ahmed Al-Mutib,Reem Ahmed Al-Mutib,4292-en,board_member,board_of_directors,Non - Executive,Board of Directors
Reem Mohammed Asaad,Reem Mohammed Asaad,4280-en,board_member,board_of_directors,Independent,Board of Directors
Rehab Samaual Bakhsh,Rehab Samaual Bakhsh,4008-en,board_member,board_of_directors,Deputy Chairman - Non Executive,Board of Directors
Rehan Masood,Rehan Masood,2084-en,board_member,senior_executive,CFO,Senior Executives
Renwar Berzinji,Renwar Berzinji,1320-en,board_member,senior_executive,CEO,Senior Executives
Renwar Berzinji,Renwar Berzinji,1320-en,board_member,board_of_directors,Executive,Board of Directors
Riyadh Ibrahim Alromizan,Riyadh Ibrahim Alromizan,1833-en,board_member,board_of_directors,Executive,Board of Directors
Riyadh Ibrahim Alromizan,Riyadh Ibrahim Alromizan,1833-en,board_member,senior_executive,CEO,Senior Executives
Riyadh Ibrahim Romizan Alromizan,Riyadh Ibrahim Romizan Alromizan,4265-en,board_member,board_of_directors,Non - Executive,Chairman
Riyadh Otibi Mouied Alzahrani,Riyadh Otibi Mouied Alzahrani,6002-en,board_member,board_of_directors,Independent,Board of Directors
Riyadh Saeed Sadeq Muawad,Riyadh Saeed Sadeq Muawad,7202-en,board_member,board_of_directors,Non - Executive,Chairman
Riyadh Saleh Hamad Almalik,Riyadh Saleh Hamad Almalik,4261-en,board_member,board_of_directors,Deputy Chairman - Independent,Board of Directors
Riyan Mohammed Almansor,Riyan Mohammed Almansor,6050-en,board_member,board_of_directors,Executive,Board of Directors
Riyan Mohammed Almansor,Riyan Mohammed Almansor,6050-en,board_member,senior_executive,CEO,Senior Executives
Rizwan Babar Nasrullah,Rizwan Babar Nasrullah,9597-en,board_member,senior_executive,CFO,Senior Executives
Rizwan Babar Nasrullah,Rizwan Babar Nasrullah,9597-en,board_member,board_of_directors,Executive,Board of Directors
Robertus Johannes Renders,Robertus Johannes Renders,1202-en,board_member,board_of_directors,Non - Executive,Board of Directors
Rohit Chugh,Rohit Chugh,2285-en,board_member,senior_executive,CEO,Senior Executives
Romain Voog,Romain Voog,4164-en,board_member,board_of_directors,Independent,Board of Directors
Ruban Bilen,Ruban Bilen,4147-en,board_member,senior_executive,CFO,Senior Executives
Russell Michael Rodrigues,Russell Michael Rodrigues,4240-en,board_member,board_of_directors,Non - Executive,Board of Directors
Saad Abdulaziz Al Hogail,Saad Abdulaziz Al Hogail,3080-en,board_member,board_of_directors,Independent,Board of Directors
Saad Abdulaziz Al Khalb,Saad Abdulaziz Al Khalb,4080-en,board_member,board_of_directors,Independent,Board of Directors
Saad Abdulaziz Alkroud,Saad Abdulaziz Alkroud,1150-en,board_member,board_of_directors,Deputy Chairman - Non Executive,Board of Directors
Saad Abdulelah Saad Al-Drees,Abdulelah Saad Aldrees,9562-en,board_member,senior_executive,CEO,Senior Executives
Saad Abdulelah Saad Al-Drees,Abdulelah Saad Aldrees,9562-en,board_member,board_of_directors,Executive,Board of Directors
Saad Abdullah Alkhorayef,Saad Abdullah Alkhorayef,9533-en,board_member,board_of_directors,Non - Executive,Chairman
Saad Abdulmuhsn Al Fadly,Saad Abdulmuhsn Al Fadly,1060-en,board_member,board_of_directors,Non - Executive,Board of Directors
Saad Ajlan Ibrahim  AlAjlan,Saad Ajlan Ibrahim  AlAjlan,9517-en,board_member,board_of_directors,Non - Executive,Board of Directors
Saad Ammash Alsammari,Saad Ammash Alsammari,9547-en,board_member,board_of_directors,Independent,Board of Directors
Saad Bin Mohammed ALAmmari,Saad Bin Mohammed ALAmmari,2300-en,board_member,board_of_directors,Non - Executive,Board of Directors
Saad Falah Alqahtani,Saad Falah Alqahtani,2200-en,board_member,board_of_directors,Independent,Board of Directors
Saad Ibrahim Abdulaziz Al Moijel,Saad Ibrahim Abdulaziz Al Moijel,1304-en,board_member,board_of_directors,Non - Executive,Board of Directors
Saad Ibrahim Almushawah,Saad Ibrahim Almushawah,4001-en,board_member,board_of_directors,Independent,Board of Directors
Saad Mohammed Abdulaziz Al Ghereri,Saad Mohammed Abdulaziz Al Ghereri,6022-en,board_member,board_of_directors,Independent,Board of Directors
Saad Mohammed Saad Al-Dosari,Saad Mohammed Saad Al-Dosari,9623-en,board_member,board_of_directors,Non - Executive,Board of Directors
Saad Mohammed Shakiluddin,Saad Mohammed Shakiluddin,9581-en,board_member,senior_executive,CFO,Senior Executives
Saad Mudith Faris Al-Otaibi,Saad Mudith Faris Al-Otaibi,9609-en,board_member,board_of_directors,Non - Executive,Board of Directors
Saad Musaed Abdul Rahman Al-Suwailem,Saad Musaed Abdul Rahman Al-Suwailem,9613-en,board_member,board_of_directors,Non - Executive,Board of Directors
Saad Nahar Baddah Al Mutairi,Saad Nahar Baddah Al Mutairi,1834-en,board_member,board_of_directors,Non - Executive,Board of Directors
Saad Saleh AlRwita,Saad Saleh AlRwita,2250-en,board_member,board_of_directors,Independent,Board of Directors
Saad Soleib Mutlaq Alotaibi,Saad Soleib Mutlaq Alotaibi,2100-en,board_member,board_of_directors,Non - Executive,Chairman
Sabih Taher MasriM,Sabih Taher MasriM,1212-en,board_member,board_of_directors,Non - Executive,Chairman
Sadoon Khalid Sadoon ALKhaldi,Sadoon Khalid Sadoon ALKhaldi,9541-en,board_member,board_of_directors,Independent,Board of Directors
Saed Hamdan Sadiq Yousef,Saed Hamdan Sadiq Yousef,9609-en,board_member,board_of_directors,Independent,Board of Directors
Saeed bin Omar Basaid,Saeed bin Omar Basaid,4191-en,board_member,board_of_directors,Deputy Chairman - Non Executive,Board of Directors
Saeed Hamza Ahmed Abdulatef,Saeed Hamza Ahmed Abdulatef,9561-en,board_member,senior_executive,CFO,Senior Executives
Saeed Mohammed Alghamdi,Saeed Mohammed Alghamdi,1180-en,board_member,board_of_directors,Non - Executive,Chairman
Saeed Omar Kassem Alesayi,Saeed Omar Kassem Alesayi,1323-en,board_member,board_of_directors,Deputy Chairman - Non Executive,Board of Directors
Saeed Othman Ahmed Al-Ghamdi,Saeed Othman Ahmed Al-Ghamdi,4325-en,board_member,senior_executive,CFO,Senior Executives
Saeed Saleh Saeed Al-Ghamdi,Saeed Saleh Saeed Al-Ghamdi,9584-en,board_member,senior_executive,CEO,Senior Executives
Saeed Salem Al-Nahdi,Saeed Salem Al-Nahdi,4323-en,board_member,board_of_directors,Non - Executive,Board of Directors
Saeed Taher Saeed Alzahrani,Saeed Taher Saeed Alzahrani,2130-en,board_member,board_of_directors,Independent,Board of Directors
SAFOUANE ALMABRUK KHECHIRIF,SAFOUANE ALMABRUK KHECHIRIF,2285-en,board_member,senior_executive,CFO,Senior Executives
Sagar Ahmed Hammad Albluwi,Sagar Ahmed Hammad Albluwi,6018-en,board_member,board_of_directors,Independent,Board of Directors
Sahal Mekdar Kedran Al Thobiti,Sahal Mekdar Kedran Al Thobiti,1304-en,board_member,senior_executive,CEO,Senior Executives
Sahal Yousef Abdullah Jamal Allail,Sahal Yousef Abdullah Jamal Allail,3007-en,board_member,board_of_directors,Independent,Board of Directors
Said Abdullatif Al Hadrami,Said Abdullatif Al Hadrami,4031-en,board_member,board_of_directors,Independent,Board of Directors
Said Abdullatif AlHadrami,Said Abdullatif Al Hadrami,2250-en,board_member,board_of_directors,Independent,Board of Directors
Saif Sami Abbasi,Saif Sami Abbasi,8060-en,board_member,senior_executive,CFO,Senior Executives
Sakhr Asaad Hasan Jamjoom,Sakhr Asaad Hasan Jamjoom,6001-en,board_member,board_of_directors,Non - Executive,Board of Directors
Sakhr Asaad Jamjoom,Sakhr Asaad Jamjoom,4008-en,board_member,board_of_directors,Executive,Board of Directors
Salah Abdul Hadi Abdullah Al-Qahtani,Salah Abdul Hadi Abdullah Al-Qahtani,9523-en,board_member,board_of_directors,Executive,Board of Directors
Salah Abdul Hadi Abdullah Al-Qahtani,Salah Abdul Hadi Abdullah Al-Qahtani,9523-en,board_member,senior_executive,Executive,Senior Executives
Salah Abdul Rahman Saleh Al-Hazzami,Salah Abdul Rahman Saleh Al-Hazzami,9523-en,board_member,board_of_directors,Independent,Board of Directors
Salah Abdulhadi Abdullah Al-Qahtani,Salah Abdul Hadi Abdullah Al-Qahtani,9584-en,board_member,board_of_directors,Deputy Chairman - Non Executive,Board of Directors
salah aldeen J. mohammed,salah aldeen J. mohammed,9510-en,board_member,senior_executive,CFO,Senior Executives
Salah bin Saleh bin Ibrahim Al-Muhaimid,Salah bin Saleh bin Ibrahim Al-Muhaimid,9598-en,board_member,board_of_directors,Deputy Chairman - Executive,Board of Directors
Salah Khalid Abdullah AlTuwajiry,Salah Khalid Abdullah AlTuwajiry,1324-en,board_member,board_of_directors,Deputy Chairman - Non Executive,Board of Directors
Salah Mohammed Alhareky,Salah Mohammed Alhareky,2010-en,board_member,senior_executive,CFO,Senior Executives
Salah Mohammed Ibrahim Al-Jaber,Salah Mohammed Ibrahim Al-Jaber,9584-en,board_member,board_of_directors,Independent,Board of Directors
Salah Rashed AlRashed,Salah Rashed AlRashed,3092-en,board_member,board_of_directors,Non - Executive,Chairman
Salameh Abdulrahman Salameh AlQtarneh,Salameh Abdulrahman Salameh AlQtarneh,9548-en,board_member,senior_executive,CFO,Senior Executives
Saleh Abdullah Abdulaziz Almushekih,Saleh Abdullah Abdulaziz Almushekih,4148-en,board_member,board_of_directors,Deputy Chairman - Non Executive,Board of Directors
Saleh Abdullah Almunajem,Saleh Abdullah Almunajem,4162-en,board_member,board_of_directors,Non - Executive,Chairman
Saleh Abdulrahman Al-Helaissi,Saleh Abdulrahman Al-Helaissi,8100-en,board_member,board_of_directors,Independent,Board of Directors
Saleh Abdulrahman Saleh Al Fadel,Saleh Abdulrahman Saleh Al Fadel,1835-en,board_member,board_of_directors,Independent,Board of Directors
Saleh Al Afaleq,Saleh Al Afaleq,1201-en,board_member,board_of_directors,Deputy Chairman - Independent,Board of Directors
Saleh Ali Saleh Al-Owairdi,Saleh Ali Saleh Al-Owairdi,9644-en,board_member,board_of_directors,Independent,Board of Directors
saleh alyahya,saleh alyahya,4265-en,board_member,board_of_directors,Independent,Board of Directors
Saleh Bader Alsanie,Saleh Bader Alsanie,2360-en,board_member,board_of_directors,Independent,Board of Directors
SALEH BELAL ALZAHRANI,SALEH BELAL ALZAHRANI,9577-en,board_member,board_of_directors,Executive,Board of Directors
SALEH BELAL ALZAHRANI,SALEH BELAL ALZAHRANI,9577-en,board_member,senior_executive,CEO,Senior Executives
Saleh bin Ibrahim Al Shabnan,Saleh bin Ibrahim Al Shabnan,3003-en,board_member,board_of_directors,Deputy Chairman - Executive,Board of Directors
Saleh Farhan Saleh Loufan,Saleh Farhan Saleh Loufan,9653-en,board_member,senior_executive,CEO,Senior Executives
Saleh Hamd Saleh Alshraim,Saleh Hamd Saleh Alshraim,2130-en,board_member,board_of_directors,Non - Executive,Board of Directors
Saleh Khalaf Al Harithi,Saleh Khalaf Al Harithi,9577-en,board_member,board_of_directors,Independent,Board of Directors
Saleh Khalaf Hassan Alharthi,Saleh Khalaf Hassan Alharthi,9606-en,board_member,senior_executive,CEO,Senior Executives
Saleh Khalaf Hassan Alharthi,Saleh Khalaf Hassan Alharthi,9606-en,board_member,board_of_directors,Executive,Board of Directors
Saleh Mohammad Joraidy Alojayyan,Saleh Mohammad Joraidy Alojayyan,7201-en,board_member,board_of_directors,Independent,Board of Directors
Saleh Mohammed Ahmad Alghamdi,Saleh Mohammed Ahmad Alghamdi,9574-en,board_member,board_of_directors,Independent,Board of Directors
Saleh Mohammed Ibrahim Alhumaidhi,Saleh Mohammed Ibrahim Alhumaidhi,9650-en,board_member,board_of_directors,Non - Executive,Chairman
Saleh Mohammed Saleh AlMulhem,Saleh Mohammed Saleh AlMulhem,9627-en,board_member,board_of_directors,Non - Executive,Board of Directors
Saleh Muhammad Abdulaziz AlHabib,Saleh Muhammad Abdulaziz AlHabib,4013-en,board_member,board_of_directors,Non - Executive,Board of Directors
Saleh Salem Ahmed Bin Mahfouz,Saleh Salem Ahmed Bin Mahfouz,4164-en,board_member,board_of_directors,Non - Executive,Chairman
Salem Ali Alshahrani,Salem Ali Alshahrani,1820-en,board_member,board_of_directors,Independent,Board of Directors
SALEM ALI M ALQHTANI,SALEM ALI M ALQHTANI,9559-en,board_member,board_of_directors,Independent,Board of Directors
Salman Abbas AlRawaf,Salman Abbas AlRawaf,4005-en,board_member,board_of_directors,Independent,Board of Directors
Salman Abdulaziz Al-Hokair,Salman Abdulaziz Al-Hokair,4321-en,board_member,board_of_directors,Deputy Chairman - Non Executive,Board of Directors
Salman Abdulaziz Saad Bin Shehween,Salman Abdulaziz Saad Bin Shehween,9602-en,board_member,board_of_directors,Deputy Chairman - Non Executive,Board of Directors
Salman Ahmed Akbar,Salman Ahmed Akbar,1320-en,board_member,board_of_directors,Independent,Board of Directors
Salman Bin Abdulmuhsin Bin Mohammed Al Sudeary,Salman Bin Abdulmuhsin Bin Mohammed Al Sudeary,6017-en,board_member,board_of_directors,Independent,Board of Directors
Salman bin Nasser Alhawawi,Salman bin Nasser Alhawawi,8020-en,board_member,board_of_directors,Independent,Board of Directors
Salman Ejaz Khawaja Ejazurrehman,Salman Ejaz Khawaja Ejazurrehman,4006-en,board_member,senior_executive,CFO,Senior Executives
Salman Gazai Aljudaie,Salman Gazai Aljudaie,9547-en,board_member,board_of_directors,Deputy Chairman - Independent,Board of Directors
SALMAN MOHAMMED ALASMARI,SALMAN MOHAMMED ALASMARI,9536-en,board_member,board_of_directors,Non - Executive,Board of Directors
Salman Mohammed Nassir Alasmari,Salman Mohammed Nassir Alasmari,4082-en,board_member,board_of_directors,Non - Executive,Chairman
Salman Mohsen Raji Al-Mutairi,Salman Mohsen Raji Al-Mutairi,9609-en,board_member,board_of_directors,Non - Executive,Chairman
Salman Saleh Ibrahim Al-Fawzan,Salman Saleh Ibrahim Al-Fawzan,9587-en,board_member,senior_executive,CEO,Senior Executives
salman saleh ibrahim al fawzan,Salman Saleh Ibrahim Al-Fawzan,9587-en,board_member,board_of_directors,Executive,Board of Directors
